Packet_ID,True_Label,LogProb_Pos0,LogProb_Pos1,LogProb_Pos2,LogProb_Pos3,LogProb_Pos4
46,1,-5.712627410888672,-5.020747184753418,-4.998553276062012,-4.581518650054932,-4.689051151275635
47,1,-3.3039872646331787,-2.8717005252838135,-2.827820301055908,-2.9895174503326416,-3.1431665420532227
48,1,-5.589214324951172,-4.529634952545166,-4.672842979431152,-4.773971080780029,-4.981362342834473
49,1,-4.866481781005859,-3.7345287799835205,-3.9350156784057617,-4.043970584869385,-4.354252815246582
50,1,-4.294044017791748,-3.165099859237671,-3.1564812660217285,-3.3266642093658447,-3.635535717010498
51,1,-2.713325262069702,-2.3226990699768066,-2.304201602935791,-2.3084869384765625,-2.622544288635254
52,1,-3.444411277770996,-2.559570074081421,-2.561000108718872,-2.6079342365264893,-2.341313123703003
53,1,-3.4758167266845703,-2.4709761142730713,-2.544417142868042,-2.5270650386810303,-2.531221389770508
54,1,-3.201361894607544,-2.565375566482544,-2.4924919605255127,-2.555543899536133,-2.7095983028411865
55,1,-3.0536117553710938,-2.423766613006592,-2.539928913116455,-2.527949810028076,-2.73177170753479
56,1,-0.02301645092666149,-0.023100001737475395,-0.03679051995277405,-0.05687969550490379,-0.3597536087036133
57,1,-2.5752429962158203,-1.9039232730865479,-1.890385627746582,-1.9166399240493774,-2.0652730464935303
58,1,-2.8377487659454346,-1.9111030101776123,-1.9125046730041504,-1.9013279676437378,-2.204338550567627
59,1,-3.078854560852051,-2.1271183490753174,-2.101594924926758,-2.1201376914978027,-2.036451816558838
60,1,-2.6256673336029053,-1.9384641647338867,-1.8773524761199951,-1.9424870014190674,-2.0009098052978516
61,1,-0.03584460914134979,-0.04262874647974968,-0.035860076546669006,-0.03894144669175148,-0.632274329662323
62,1,-3.4356367588043213,-2.2176249027252197,-2.246509075164795,-2.270679235458374,-2.17565655708313
63,1,-0.9174658060073853,-0.6482692360877991,-0.6246735453605652,-0.6768562197685242,-0.6913377046585083
64,1,-0.021453842520713806,-0.49615049362182617,-0.6600961685180664,-0.7512232661247253,-0.7622904181480408
65,1,-0.019899697974324226,-0.6512254476547241,-0.5144389271736145,-0.7645081877708435,-0.8486330509185791
66,1,-0.02784135565161705,-0.03756192326545715,-0.07975646108388901,-0.05744541436433792,-1.0427950620651245
67,1,-2.8331665992736816,-2.237506151199341,-2.248342514038086,-2.1398801803588867,-2.4190125465393066
68,1,-0.02118638902902603,-0.48416173458099365,-0.42712685465812683,-0.4812072515487671,-0.9536465406417847
69,1,-2.4396846294403076,-1.9774391651153564,-1.9288411140441895,-1.9930578470230103,-2.4411613941192627
70,1,-0.02712886594235897,-0.03712890297174454,-0.041148677468299866,-0.08937615156173706,-0.8811721205711365
71,1,-2.9059946537017822,-2.2115092277526855,-2.1884875297546387,-2.186124801635742,-2.304933547973633
72,1,-3.4780313968658447,-3.1707732677459717,-3.186511993408203,-2.97186017036438,-3.0592308044433594
73,1,-0.03260936960577965,-0.09750901162624359,-0.2122288942337036,-0.30934613943099976,-0.7545938491821289
74,1,-3.4882707595825195,-3.220221757888794,-3.160783052444458,-3.1718666553497314,-3.1304614543914795
75,1,-3.609752655029297,-3.1761417388916016,-3.1875548362731934,-3.1926209926605225,-3.1994733810424805
76,1,-3.5686450004577637,-2.811469554901123,-2.822556734085083,-2.8054511547088623,-3.0278046131134033
77,1,-1.1897162199020386,-1.10004723072052,-1.0873781442642212,-1.0497701168060303,-1.047841191291809
78,1,-0.05215822160243988,-0.20709608495235443,-0.2917187213897705,-0.300916463136673,-0.6376698017120361
79,1,-1.1273744106292725,-0.941352367401123,-0.9758982062339783,-1.0578466653823853,-1.0145643949508667
80,1,-1.167709231376648,-0.9349485635757446,-0.9136404395103455,-1.0131288766860962,-1.0356453657150269
81,1,-0.08324319124221802,-0.08621726930141449,-0.08169881999492645,-0.08442673087120056,-0.9909371137619019
82,1,-4.498703956604004,-3.6199798583984375,-3.6804709434509277,-3.8747293949127197,-3.9599082469940186
83,1,-2.6802735328674316,-2.414968490600586,-2.3499338626861572,-2.35770845413208,-2.4604992866516113
84,1,-3.386657953262329,-2.5934250354766846,-2.5221645832061768,-2.4709928035736084,-2.7639901638031006
85,1,-2.441915988922119,-2.0185368061065674,-2.0009524822235107,-2.009458065032959,-2.2683401107788086
86,1,-2.4546725749969482,-1.9541125297546387,-1.9259518384933472,-1.9264026880264282,-2.1994495391845703
87,1,-2.392388105392456,-1.9672250747680664,-1.956879734992981,-1.9266093969345093,-2.0662894248962402
88,1,-2.3658335208892822,-1.9193390607833862,-1.96588933467865,-1.9594976902008057,-2.108532667160034
89,1,-0.4796639382839203,-0.4764402210712433,-0.5072112679481506,-0.5273688435554504,-0.5040643811225891
90,1,-0.7292303442955017,-0.5107681751251221,-0.5464308261871338,-0.5522680878639221,-0.5596770644187927
91,1,-3.731781005859375,-2.4735405445098877,-2.5778024196624756,-2.699324369430542,-3.0537188053131104
92,1,-3.3032820224761963,-2.8710055351257324,-2.6436614990234375,-2.914537191390991,-3.1822738647460938
93,1,-4.600175857543945,-4.696424961090088,-4.600853443145752,-4.299625873565674,-4.062685966491699
94,1,-5.398256301879883,-5.217281818389893,-5.477768421173096,-5.450954914093018,-4.904915809631348
95,1,-4.575109481811523,-3.110381603240967,-2.9938948154449463,-3.0850701332092285,-3.587109327316284
96,1,-3.0041329860687256,-2.3489460945129395,-2.3118772506713867,-2.260038137435913,-2.3431625366210938
97,1,-5.485787391662598,-5.888453006744385,-5.741038799285889,-5.433951377868652,-5.011770725250244
98,1,-5.463273525238037,-4.605261325836182,-5.511749744415283,-5.541018486022949,-4.912130355834961
99,1,-5.198700904846191,-4.430383682250977,-4.204904556274414,-5.049064636230469,-4.858969211578369
100,1,-4.347686767578125,-4.3729047775268555,-3.6442041397094727,-3.7221925258636475,-4.50228214263916
101,1,-4.512704849243164,-4.66945219039917,-4.640960216522217,-4.168485164642334,-3.7810914516448975
102,1,-5.204261779785156,-4.853402614593506,-4.975323677062988,-4.556265354156494,-4.033759117126465
103,1,-2.7056005001068115,-2.223139762878418,-2.155381202697754,-2.204193353652954,-2.4095239639282227
104,1,-3.4002602100372314,-2.6240901947021484,-2.5734100341796875,-2.5576694011688232,-2.825963020324707
105,1,-3.4342710971832275,-2.8900599479675293,-2.8665318489074707,-2.7397563457489014,-2.992671012878418
106,1,-3.4765305519104004,-2.7279391288757324,-2.7376039028167725,-2.6839075088500977,-2.8554272651672363
107,1,-1.4288544654846191,-1.4202183485031128,-1.4491844177246094,-1.3948017358779907,-1.684657096862793
108,1,-3.0020506381988525,-2.4064974784851074,-2.512235403060913,-2.572370767593384,-2.470555543899536
109,1,-3.230407238006592,-2.709458112716675,-2.7770750522613525,-2.838238477706909,-2.9288384914398193
110,1,-2.540250062942505,-2.1521413326263428,-2.147442579269409,-2.2522695064544678,-2.7191967964172363
111,1,-0.04361999034881592,-0.08424332737922668,-0.07663048803806305,-0.081204354763031,-0.6072989106178284
112,1,-2.8789472579956055,-1.8540645837783813,-1.8761281967163086,-1.847394585609436,-1.9379966259002686
113,1,-2.391096353530884,-1.8032890558242798,-1.7789995670318604,-1.8306314945220947,-1.6920877695083618
114,1,-2.5774850845336914,-2.2884457111358643,-2.1768174171447754,-2.133908271789551,-2.490422487258911
115,1,-0.02035532146692276,-0.7293673753738403,-0.8162573575973511,-0.7711142301559448,-0.6627658605575562
116,1,-0.03288000077009201,-0.4865063428878784,-0.6640634536743164,-0.7065688967704773,-0.9254752993583679
117,1,-2.0473151206970215,-1.5364317893981934,-1.5151036977767944,-1.4038872718811035,-1.559172511100769
118,1,-0.026084262877702713,-0.05156787857413292,-0.05052819103002548,-0.3102310299873352,-1.6790060997009277
119,1,-2.302338123321533,-1.9479478597640991,-2.0061452388763428,-2.0140435695648193,-2.0061886310577393
120,1,-2.691236972808838,-2.273198366165161,-2.1721272468566895,-2.2243151664733887,-2.3597636222839355
121,1,-3.5163824558258057,-2.951558828353882,-2.895263910293579,-2.8304555416107178,-3.0595574378967285
122,1,-2.2632923126220703,-1.9602009057998657,-1.9869831800460815,-1.932367205619812,-1.970489740371704
123,1,-2.967355251312256,-2.3193202018737793,-2.3042714595794678,-2.3115501403808594,-2.578814744949341
124,1,-3.4880552291870117,-3.256514072418213,-3.1694304943084717,-3.148881673812866,-3.337233543395996
125,1,-4.533819198608398,-4.490725517272949,-4.503357410430908,-4.533535957336426,-4.389313220977783
126,1,-5.128059387207031,-5.1041975021362305,-5.246804714202881,-5.349315166473389,-4.966209888458252
127,1,-3.6950135231018066,-2.6027891635894775,-2.649303913116455,-2.739600419998169,-2.8571836948394775
128,1,-1.98141610622406,-1.7919669151306152,-1.7149677276611328,-1.6436576843261719,-2.2141170501708984
129,1,-0.011157202534377575,-0.3252255618572235,-0.4296822249889374,-0.800538182258606,-0.7529272437095642
130,1,-0.01983906887471676,-0.1433263123035431,-0.16492360830307007,-0.23661580681800842,-0.919869601726532
131,1,-2.4264044761657715,-1.8575602769851685,-1.7700964212417603,-1.6397091150283813,-1.9947456121444702
132,1,-2.9865336418151855,-2.583806037902832,-2.5150718688964844,-2.4819388389587402,-2.6478748321533203
133,1,-3.2395434379577637,-2.7804055213928223,-2.59783673286438,-2.534266471862793,-2.615302801132202
134,1,-3.1385860443115234,-2.8451523780822754,-2.8737528324127197,-2.891126871109009,-2.8833134174346924
135,1,-2.901376247406006,-2.58290433883667,-2.564138889312744,-2.650995969772339,-2.658921241760254
136,1,-2.713642120361328,-2.380106210708618,-2.451781749725342,-2.420668840408325,-2.6050491333007812
137,1,-4.523202896118164,-4.451669692993164,-4.368691444396973,-4.40097713470459,-4.322690010070801
138,1,-2.595527172088623,-2.266050100326538,-2.2526662349700928,-2.321342706680298,-2.3993008136749268
139,1,-5.772800445556641,-5.747014045715332,-5.952237606048584,-5.917462348937988,-5.498330593109131
140,1,-2.5721633434295654,-2.21035099029541,-2.1137092113494873,-2.199631452560425,-2.2054452896118164
141,1,-2.76991605758667,-2.43998384475708,-2.447329521179199,-2.388245105743408,-2.5059618949890137
142,1,-5.694005966186523,-5.921163082122803,-5.791280269622803,-5.562920570373535,-5.227443695068359
143,1,-1.340106725692749,-1.1264642477035522,-1.015962839126587,-0.9477329254150391,-0.8688064813613892
144,1,-1.3492896556854248,-1.1461522579193115,-1.0981744527816772,-1.0097572803497314,-0.9537727236747742
145,1,-1.3655387163162231,-1.1475580930709839,-1.1417262554168701,-1.0953013896942139,-1.0156694650650024
146,1,-1.2049745321273804,-0.9813393950462341,-0.967711865901947,-0.962846040725708,-0.9193668365478516
147,1,-1.0841935873031616,-0.9465922117233276,-0.9358857274055481,-0.9327395558357239,-0.9272724986076355
148,1,-1.0043734312057495,-0.8391404747962952,-0.8966721892356873,-0.8931468725204468,-0.8831585049629211
149,1,-0.8938670754432678,-0.7737072706222534,-0.8338293433189392,-0.8905438184738159,-0.8884382843971252
150,1,-0.9863904714584351,-0.714440107345581,-0.7932873368263245,-0.8711475729942322,-0.9494919776916504
151,1,-0.029316890984773636,-0.4331161379814148,-0.6259848475456238,-0.799225926399231,-0.8503210544586182
152,1,-0.027229106053709984,-0.33011049032211304,-0.523948073387146,-0.8303050994873047,-1.0950090885162354
153,1,-0.040201377123594284,-0.3085022270679474,-0.39433199167251587,-0.4713069200515747,-1.1396925449371338
154,1,-1.208886981010437,-0.9434210062026978,-0.9384814500808716,-0.9492039084434509,-0.9592598676681519
155,1,-1.197312593460083,-1.0269252061843872,-0.9366804957389832,-0.9508749842643738,-1.021909475326538
156,1,-0.027389060705900192,-0.4910213351249695,-0.5716657638549805,-0.8213920593261719,-1.190845012664795
157,1,-0.03988892585039139,-0.2221061885356903,-0.3398582935333252,-0.43583187460899353,-1.2358216047286987
158,1,-1.17951238155365,-0.9733076691627502,-0.9316669702529907,-1.011443853378296,-1.0669136047363281
159,1,-1.3579704761505127,-1.035491943359375,-0.9242677688598633,-0.8580253720283508,-1.0346728563308716
160,1,-3.5290420055389404,-2.700812816619873,-2.8104233741760254,-2.8307793140411377,-3.0071656703948975
161,1,-2.0503625869750977,-1.7975026369094849,-1.7825511693954468,-1.784473180770874,-1.8758262395858765
162,1,-3.0875933170318604,-2.27224063873291,-2.4078378677368164,-2.427279472351074,-2.479243278503418
163,1,-3.917616844177246,-3.5253779888153076,-3.5888466835021973,-3.4679360389709473,-3.1807925701141357
164,1,-2.650177001953125,-2.2028937339782715,-2.0925519466400146,-2.1018056869506836,-2.1714534759521484
165,1,-4.055088520050049,-4.462178707122803,-4.303743839263916,-4.260660171508789,-3.646435260772705
166,1,-2.239044666290283,-1.6256213188171387,-1.5804747343063354,-1.5784261226654053,-1.637925148010254
167,1,-1.4191712141036987,-1.4786248207092285,-1.508928656578064,-1.4458565711975098,-1.485782504081726
168,1,-4.247763633728027,-3.853134870529175,-3.760779857635498,-3.683999538421631,-3.7492566108703613
169,1,-4.573934078216553,-4.437260150909424,-4.305492877960205,-4.33843994140625,-3.777338981628418
170,1,-2.8884057998657227,-2.051835060119629,-2.0998661518096924,-2.2027413845062256,-2.2684292793273926
171,1,-5.883813858032227,-6.138093948364258,-5.873498916625977,-5.848901748657227,-4.956937789916992
172,1,-5.21748685836792,-4.6117167472839355,-4.938559532165527,-4.930455684661865,-4.6984405517578125
173,1,-4.122103214263916,-4.097414493560791,-3.958296060562134,-4.174282073974609,-4.22760009765625
174,1,-5.124269485473633,-4.277344703674316,-4.4035797119140625,-4.487082004547119,-4.093162536621094
175,1,-5.893016338348389,-4.976753234863281,-4.588728427886963,-4.709930896759033,-4.221672058105469
176,1,-5.207791805267334,-4.726208209991455,-4.549294471740723,-4.520410060882568,-4.306726932525635
177,1,-4.394034385681152,-4.384964942932129,-4.381828308105469,-4.239564895629883,-4.0159783363342285
178,1,-2.4608047008514404,-2.2324471473693848,-2.1169800758361816,-2.1790597438812256,-2.2969255447387695
179,1,-5.5543951988220215,-5.436820983886719,-5.076877593994141,-4.831082820892334,-4.442663669586182
180,1,-5.343433856964111,-5.16875696182251,-5.104952812194824,-4.680520057678223,-4.367484092712402
181,1,-1.8472563028335571,-1.6225993633270264,-1.625087857246399,-1.5946714878082275,-1.6344597339630127
182,1,-1.7397658824920654,-1.7748442888259888,-1.7656556367874146,-1.7640190124511719,-1.7135636806488037
183,1,-2.508901596069336,-2.131556749343872,-2.2581305503845215,-2.2327938079833984,-2.4959137439727783
184,1,-2.4839935302734375,-2.35591197013855,-2.325252056121826,-2.512295722961426,-2.696969747543335
185,1,-3.5224571228027344,-2.643092632293701,-2.7541861534118652,-2.8694286346435547,-3.1911988258361816
186,1,-0.03651486709713936,-0.3488783836364746,-0.5941232442855835,-0.6233181953430176,-0.5459331274032593
187,1,-2.3605613708496094,-2.0470070838928223,-2.139892578125,-2.0071191787719727,-2.3263370990753174
188,1,-0.04194754362106323,-0.34269556403160095,-0.3913177251815796,-0.5585012435913086,-0.9365861415863037
189,1,-2.17606782913208,-1.9890342950820923,-1.9971892833709717,-1.9812211990356445,-2.435080051422119
190,1,-2.3139312267303467,-1.9257917404174805,-1.939250111579895,-1.9661787748336792,-2.4792611598968506
191,1,-0.03417278453707695,-0.032902952283620834,-0.03546972572803497,-0.06994448602199554,-0.9586169719696045
192,1,-5.270785331726074,-4.111745357513428,-4.067286014556885,-4.031454563140869,-4.291901111602783
193,1,-1.6951277256011963,-1.3536818027496338,-1.3546770811080933,-1.4083201885223389,-1.3608217239379883
194,1,-1.968727469444275,-1.6328182220458984,-1.6301456689834595,-1.6504782438278198,-1.7634836435317993
195,1,-0.01568467915058136,-0.3702772259712219,-0.5493825674057007,-0.7977902889251709,-0.8720723986625671
196,1,-0.014705562964081764,-0.3551991879940033,-0.400515615940094,-0.7253797054290771,-1.1697593927383423
197,1,-0.06625701487064362,-0.29782694578170776,-0.43996211886405945,-0.3436933159828186,-1.289154291152954
198,1,-1.2994059324264526,-1.150448203086853,-1.1079461574554443,-1.101507544517517,-1.2766377925872803
199,1,-0.023379569873213768,-0.0317852683365345,-0.03298721835017204,-0.06335799396038055,-1.3967593908309937
200,1,-3.1802895069122314,-2.406771421432495,-2.482426166534424,-2.3609440326690674,-2.385209321975708
201,1,-1.3488980531692505,-1.2308170795440674,-1.2320327758789062,-1.2616968154907227,-1.2497447729110718
202,1,-1.3419034481048584,-1.2793744802474976,-1.3025469779968262,-1.3060846328735352,-1.3531715869903564
203,1,-1.9266630411148071,-1.6797419786453247,-1.8066166639328003,-1.8884152173995972,-1.797288417816162
204,1,-0.016310956329107285,-0.4525507092475891,-0.6775202751159668,-0.7580825686454773,-1.0150458812713623
205,1,-0.02819434367120266,-0.15133638679981232,-0.4723443388938904,-0.8101511001586914,-1.1966279745101929
206,1,-0.052739180624485016,-0.0943484827876091,-0.17717257142066956,-0.39696788787841797,-1.2242627143859863
207,1,-0.8738517761230469,-0.7138389945030212,-0.6701409816741943,-0.5771613121032715,-0.5912382006645203
208,1,-1.003353476524353,-0.8629964590072632,-0.8710801005363464,-0.8296895027160645,-0.8635234832763672
209,1,-1.7863260507583618,-1.5023866891860962,-1.5561639070510864,-1.5834147930145264,-1.70158851146698
210,1,-5.678683757781982,-4.3262200355529785,-4.562910079956055,-4.744520664215088,-5.161797046661377
211,1,-0.9562109708786011,-0.843890905380249,-0.8428400158882141,-0.9380979537963867,-0.9899231195449829
212,1,-0.019331924617290497,-0.5170711278915405,-0.5952507257461548,-0.7291035652160645,-0.8100766539573669
213,1,-0.02679925039410591,-0.24689118564128876,-0.4481818377971649,-0.4662350118160248,-0.9484281539916992
214,1,-0.6941381692886353,-0.5269327163696289,-0.5306320190429688,-0.49493443965911865,-0.593754231929779
215,1,-0.03461775183677673,-0.325589656829834,-0.37081870436668396,-0.38900360465049744,-1.227529525756836
216,1,-2.1589696407318115,-1.9672198295593262,-1.847156047821045,-1.8427282571792603,-2.0008673667907715
217,1,-0.042448654770851135,-0.051061224192380905,-0.058066099882125854,-0.08177810162305832,-1.1167142391204834
218,1,-3.0141358375549316,-2.3362574577331543,-2.3895723819732666,-2.298558473587036,-2.4865901470184326
219,1,-3.004910707473755,-2.372427225112915,-2.313369035720825,-2.2142484188079834,-2.1923816204071045
220,1,-2.7410385608673096,-2.322638988494873,-2.343726873397827,-2.2272887229919434,-2.3001463413238525
221,1,-5.152344703674316,-5.84536600112915,-5.799615383148193,-5.850184917449951,-5.09391450881958
222,1,-3.503612518310547,-2.4399712085723877,-2.523679733276367,-2.6066713333129883,-2.767084836959839
223,1,-4.098707675933838,-4.450844764709473,-4.778806209564209,-4.769740104675293,-4.469417572021484
224,1,-4.523787021636963,-4.274630069732666,-4.60972785949707,-4.9507880210876465,-4.364435195922852
225,1,-5.17100191116333,-5.183526039123535,-5.281880855560303,-5.306558609008789,-5.0573577880859375
226,1,-2.997915506362915,-2.238729476928711,-2.246155023574829,-2.3213789463043213,-2.561197280883789
227,1,-2.5265750885009766,-1.8713029623031616,-1.888575792312622,-1.9295543432235718,-2.1464428901672363
228,1,-0.030291404575109482,-0.5557857155799866,-0.5620483160018921,-0.7537188529968262,-0.8054845333099365
229,1,-0.05444352328777313,-0.40921199321746826,-0.4148825407028198,-0.4331757426261902,-0.8915998339653015
230,1,-1.9770537614822388,-1.305315613746643,-1.2881520986557007,-1.2723240852355957,-1.2779396772384644
231,1,-1.9771517515182495,-1.3007941246032715,-1.3144583702087402,-1.2943016290664673,-1.3595737218856812
232,1,-0.035645388066768646,-0.4413890540599823,-0.5740048289299011,-0.6473262310028076,-1.0258784294128418
233,1,-2.1245076656341553,-1.6740642786026,-1.6806306838989258,-1.5697952508926392,-1.5820744037628174
234,1,-0.02726075053215027,-0.3687626123428345,-0.4201344847679138,-0.565627932548523,-1.0838062763214111
235,1,-2.4558262825012207,-2.07826566696167,-1.9960265159606934,-1.9780007600784302,-1.9732929468154907
236,1,-2.665597677230835,-2.2750680446624756,-2.1367692947387695,-2.033886432647705,-2.046180009841919
237,1,-4.24442720413208,-3.362622022628784,-3.4159958362579346,-3.2390432357788086,-3.610612154006958
238,1,-2.537240743637085,-2.202023506164551,-2.224252700805664,-2.2079334259033203,-2.066819190979004
239,1,-4.964031219482422,-3.684159517288208,-3.6998226642608643,-3.8148880004882812,-4.204931259155273
240,1,-2.288800001144409,-1.9226453304290771,-1.9674512147903442,-2.0512330532073975,-2.1069180965423584
241,1,-1.592226266860962,-1.5058214664459229,-1.4776583909988403,-1.57891047000885,-1.5397791862487793
242,1,-0.04555582255125046,-0.05349148064851761,-0.051736291497945786,-0.058953166007995605,-1.0008059740066528
243,1,-1.8620961904525757,-1.6712273359298706,-1.7038347721099854,-1.7166274785995483,-1.8599560260772705
244,1,-1.0402456521987915,-0.7543495297431946,-0.7839287519454956,-0.8259575366973877,-0.9412990212440491
245,1,-0.012372026219964027,-0.4166451096534729,-0.739220380783081,-0.8480200171470642,-0.9962654113769531
246,1,-0.01149869617074728,-0.3648230731487274,-0.5118589997291565,-0.950352668762207,-1.0395231246948242
247,1,-0.0595552884042263,-0.40401703119277954,-0.44907623529434204,-0.47153744101524353,-1.1904257535934448
248,1,-1.1060540676116943,-0.8618823289871216,-0.7665274739265442,-0.7538785934448242,-0.8335910439491272
249,1,-4.779176712036133,-3.424612522125244,-3.4028234481811523,-3.4616503715515137,-3.946758270263672
250,1,-0.029830124229192734,-0.03725242614746094,-0.028601963073015213,-0.03502671793103218,-0.8612384796142578
251,1,-4.206236839294434,-3.5147640705108643,-3.3431825637817383,-3.3773577213287354,-3.686582088470459
252,1,-1.211634874343872,-0.9737884402275085,-0.9913942813873291,-0.8397110104560852,-0.8789286613464355
253,1,-5.026971817016602,-3.891172170639038,-3.824442148208618,-3.7692904472351074,-4.16424036026001
254,1,-4.242290496826172,-3.3767640590667725,-3.4568350315093994,-3.422146797180176,-3.5801632404327393
255,1,-0.934829592704773,-0.8274378776550293,-0.7729977369308472,-0.8369990587234497,-0.8822569251060486
256,1,-0.916286289691925,-0.7925000786781311,-0.8142662644386292,-0.7676607370376587,-0.9317081570625305
257,1,-0.0252363458275795,-0.5083587169647217,-0.5885587930679321,-0.6555216312408447,-0.828184962272644
258,1,-1.6866681575775146,-1.1388733386993408,-1.1258184909820557,-1.275343894958496,-1.3823679685592651
259,1,-0.015965798869729042,-0.5881587862968445,-0.6515573859214783,-0.9147417545318604,-0.9535653591156006
260,1,-0.0252363458275795,-0.44294917583465576,-0.46512049436569214,-0.4925785958766937,-1.0168054103851318
261,1,-1.6866681575775146,-1.1388733386993408,-0.9079826474189758,-1.1057894229888916,-1.1057121753692627
262,1,-0.015965798869729042,-0.5881587862968445,-0.6515573859214783,-0.8781774044036865,-0.9571865797042847
263,1,-0.025305714458227158,-0.44294917583465576,-0.46512049436569214,-0.4925785958766937,-1.0235302448272705
264,1,-1.6707136631011963,-1.1237192153930664,-0.9079826474189758,-1.1057894229888916,-1.1057121753692627
265,1,-0.02464183233678341,-0.6086510419845581,-0.6581952571868896,-0.8781774044036865,-0.9571865797042847
266,1,-0.030320294201374054,-0.041925616562366486,-0.04236799478530884,-0.04987719655036926,-1.0235302448272705
