Packet_ID,Voti_Anomalia,Avg_LogProb,LogProb_Pos0,LogProb_Pos1,LogProb_Pos2,LogProb_Pos3,LogProb_Pos4
29025,0,-0.4727629065513611,-0.3759402632713318,-0.5342122316360474,-0.593682587146759,-0.512934684753418,-0.3470447659492492
29069,0,-0.5067127287387848,-0.3510997891426086,-0.4637951552867889,-0.6181070804595947,-0.7036349773406982,-0.3969266414642334
17461,0,-0.5095956444740295,-0.3746006488800049,-0.4764098525047302,-0.5881717801094055,-0.6496986746788025,-0.4590972661972046
16429,0,-0.5166622579097748,-0.4310369193553924,-0.4688386619091034,-0.5930330157279968,-0.5958362817764282,-0.494566410779953
22521,0,-0.517556118965149,-0.4104863405227661,-0.6017823219299316,-0.5111273527145386,-0.5608890056610107,-0.5034955739974976
29029,0,-0.5197912752628326,-0.3846652507781982,-0.3987866342067718,-0.6357558369636536,-0.6777851581573486,-0.5019634962081909
25429,0,-0.5232451498508454,-0.3771213293075561,-0.632285475730896,-0.6096380949020386,-0.6365484595298767,-0.3606323897838592
29017,0,-0.5260544180870056,-0.4001122713088989,-0.6716923713684082,-0.6984879970550537,-0.512934684753418,-0.3470447659492492
16437,0,-0.5288982152938843,-0.410795658826828,-0.5751850605010986,-0.554925262928009,-0.6040408611297607,-0.499544233083725
29073,0,-0.5324030041694641,-0.3766282796859741,-0.5629838705062866,-0.7060694694519043,-0.6876590251922607,-0.3286743760108948
17933,0,-0.535038435459137,-0.4116464853286743,-0.5523861050605774,-0.6886106729507446,-0.5771463513374329,-0.4454025626182556
7485,0,-0.5385672807693481,-0.428392231464386,-0.5951830148696899,-0.612118124961853,-0.6238209009170532,-0.4333221316337585
16905,0,-0.5398320257663727,-0.4087842404842376,-0.4987637400627136,-0.6543009877204895,-0.6663221120834351,-0.4709890484809875
16889,0,-0.5421442270278931,-0.3886821866035461,-0.5462818145751953,-0.618938684463501,-0.6719653010368347,-0.4848531484603882
41048,0,-0.5421865403652191,-0.3564176261425018,-0.6270465850830078,-0.6899247169494629,-0.6614943742752075,-0.3760493993759155
40616,0,-0.5451659202575684,-0.34951052069664,-0.6002447009086609,-0.6598392724990845,-0.6867519617080688,-0.4294831454753876
41004,0,-0.545883321762085,-0.3961199223995209,-0.6436185836791992,-0.6672632098197937,-0.6401478052139282,-0.3822670876979828
25285,0,-0.5459184288978577,-0.4119308888912201,-0.6449024081230164,-0.6593382358551025,-0.6112217307090759,-0.4021988809108734
29277,0,-0.5459448337554932,-0.3690289258956909,-0.6542588472366333,-0.6587339639663696,-0.6670591235160828,-0.3806433081626892
16433,0,-0.5468253254890442,-0.3794669806957245,-0.635631799697876,-0.6574579477310181,-0.6678080558776855,-0.3937618434429168
9117,0,-0.5483941435813904,-0.4665258526802063,-0.6532943248748779,-0.6904394626617432,-0.6357322931289673,-0.2959787845611572
22533,0,-0.5495428681373596,-0.4157909750938415,-0.6293540596961975,-0.5992953777313232,-0.654199481010437,-0.4490744471549988
25369,0,-0.5510014832019806,-0.4061444699764251,-0.4465104341506958,-0.5881230235099792,-0.6839927434921265,-0.6302367448806763
33432,0,-0.5511245667934418,-0.3921807706356048,-0.7081389427185059,-0.4831213355064392,-0.622717559337616,-0.549464225769043
41036,0,-0.5513253569602966,-0.416538655757904,-0.6496372222900391,-0.639985203742981,-0.6018900871276855,-0.4485756158828735
29001,0,-0.5514875590801239,-0.3766132295131683,-0.569725513458252,-0.784799337387085,-0.6259421110153198,-0.4003576040267944
16933,0,-0.5523811221122742,-0.3464457392692566,-0.4717959761619568,-0.6892537474632263,-0.6771788597106934,-0.5772312879562378
16441,0,-0.5543933033943176,-0.4115954637527466,-0.6402037143707275,-0.6101430654525757,-0.6144189238548279,-0.4956053495407104
41056,0,-0.5558922171592713,-0.3682835698127746,-0.6298204064369202,-0.7157389521598816,-0.6728395819664001,-0.3927785754203796
17009,0,-0.5566541373729705,-0.3728429675102234,-0.6192843317985535,-0.7484914064407349,-0.66624915599823,-0.3764028251171112
17001,0,-0.5574984908103943,-0.3891024589538574,-0.6043936014175415,-0.6381568312644958,-0.6450262069702148,-0.5108133554458618
29085,0,-0.5575882613658905,-0.3660828471183777,-0.5292530655860901,-0.757002592086792,-0.7696315050125122,-0.3659712970256805
29265,0,-0.5578047275543213,-0.3372791409492492,-0.7249029874801636,-0.7660746574401855,-0.6419995427131653,-0.3187673091888428
25425,0,-0.5610275626182556,-0.3635573387145996,-0.5563408136367798,-0.658308744430542,-0.7227439284324646,-0.5041869878768921
16373,0,-0.5615087151527405,-0.4640731811523437,-0.5549840331077576,-0.5903229713439941,-0.6925000548362732,-0.5056633353233337
17917,0,-0.565126919746399,-0.3267170786857605,-0.5759979486465454,-0.7303804755210876,-0.7126421332359314,-0.4798969626426697
16901,0,-0.5661254107952118,-0.3644746243953705,-0.4627851247787475,-0.7113616466522217,-0.6957317590713501,-0.5962738990783691
29061,0,-0.5664813041687011,-0.3965356945991516,-0.6083829998970032,-0.7796503305435181,-0.6034383177757263,-0.4443991780281067
24985,0,-0.5684733688831329,-0.4150921702384949,-0.718190610408783,-0.7744152545928955,-0.6188154816627502,-0.3158533275127411
41052,0,-0.5690497517585754,-0.3814564347267151,-0.6477276682853699,-0.7249189615249634,-0.6709558367729187,-0.4201898574829101
16913,0,-0.5699001371860504,-0.3745057284832001,-0.7711247801780701,-0.6981196403503418,-0.6515138149261475,-0.3542367219924927
16425,0,-0.5708603084087371,-0.4130607843399048,-0.6070224046707153,-0.6818960905075073,-0.6685432195663452,-0.4837790429592132
16421,0,-0.5709121227264404,-0.3934983015060425,-0.603529155254364,-0.6652570366859436,-0.6884307861328125,-0.5038453340530396
16877,0,-0.5711901724338532,-0.4116555452346802,-0.7532249689102173,-0.636216938495636,-0.6313619613647461,-0.4234914481639862
29065,0,-0.5717872500419616,-0.3871124982833862,-0.4066053032875061,-0.6820406317710876,-0.7502865791320801,-0.6328912377357483
16377,0,-0.5719950437545777,-0.4023290276527405,-0.6814543008804321,-0.6981073617935181,-0.7271895408630371,-0.3508949875831604
29009,0,-0.5722168684005737,-0.3847441077232361,-0.490187406539917,-0.7422338724136353,-0.7203842997550964,-0.5235346555709839
15093,0,-0.572344321012497,-0.412726491689682,-0.6870402097702026,-0.7347908020019531,-0.6305093169212341,-0.3966547846794128
32449,0,-0.5724962830543519,-0.3926794230937958,-0.7635791301727295,-0.6481754779815674,-0.5791890621185303,-0.4788583219051361
25405,0,-0.5726773858070373,-0.3687348961830139,-0.6244657039642334,-0.6693553924560547,-0.7230504751205444,-0.4777804613113403
25421,0,-0.5739368677139283,-0.3684474229812622,-0.5925216674804688,-0.6641216278076172,-0.7232893705368042,-0.5213042497634888
29057,0,-0.5756518006324768,-0.3865270614624023,-0.4867384433746338,-0.7117681503295898,-0.7117894887924194,-0.5814358592033386
25309,0,-0.5761394500732422,-0.4074676036834717,-0.5158830285072327,-0.6898778676986694,-0.6849402189254761,-0.5825285315513611
41060,0,-0.576373028755188,-0.3976927399635315,-0.6803135871887207,-0.726509690284729,-0.6676797270774841,-0.4096693992614746
16401,0,-0.5768498241901397,-0.3951012790203094,-0.6665796041488647,-0.7650052905082703,-0.6660212278366089,-0.3915417194366455
29077,0,-0.5777617871761322,-0.3602248132228851,-0.5466562509536743,-0.7366131544113159,-0.7670533657073975,-0.4782613515853882
40632,0,-0.5780306696891785,-0.4086194038391113,-0.6407707929611206,-0.7612605094909668,-0.6691131591796875,-0.4103894829750061
22237,0,-0.578697669506073,-0.3694112300872803,-0.6997162103652954,-0.6722128391265869,-0.654174268245697,-0.4979737997055053
29053,0,-0.5789153337478637,-0.4033509492874145,-0.5622014999389648,-0.8203260898590088,-0.6583249568939209,-0.4503731727600097
40620,0,-0.5792199373245239,-0.3655086755752563,-0.6531591415405273,-0.8200145959854126,-0.6075438261032104,-0.4498734474182129
25477,0,-0.5803558468818665,-0.3826120495796203,-0.6157081127166748,-0.6508116126060486,-0.7274731397628784,-0.5251743197441101
31937,0,-0.5813989698886871,-0.3847978711128235,-0.6906026601791382,-0.689841628074646,-0.6907378435134888,-0.4510148465633392
17053,0,-0.581954276561737,-0.3779973983764648,-0.6055648922920227,-0.7204736471176147,-0.6401017904281616,-0.5656336545944214
25445,0,-0.5832599520683288,-0.3882847428321838,-0.6271801590919495,-0.716924786567688,-0.7068192362785339,-0.477090835571289
24997,0,-0.58331139087677,-0.3738144338130951,-0.6191936135292053,-0.7716403007507324,-0.7067908048629761,-0.4451178014278412
21509,0,-0.584547221660614,-0.4107396602630615,-0.6037082672119141,-0.6983757019042969,-0.6981725692749023,-0.5117399096488953
25397,0,-0.585425740480423,-0.3659469783306122,-0.624557614326477,-0.7283589839935303,-0.7192325592041016,-0.4890325665473938
17433,0,-0.5856162250041962,-0.3580404222011566,-0.5239993929862976,-0.7410993576049805,-0.701267659664154,-0.6036742925643921
16413,0,-0.5880344271659851,-0.4046302437782287,-0.5543011426925659,-0.6888396143913269,-0.6637216210365295,-0.6286795139312744
22229,0,-0.5900669574737549,-0.4088440537452698,-0.5747734308242798,-0.7234522700309753,-0.7092537879943848,-0.5340112447738647
40688,0,-0.5910606980323792,-0.3919655978679657,-0.7108721733093262,-0.7060379981994629,-0.7163025140762329,-0.4301252067089081
17049,0,-0.5928370475769043,-0.3690391182899475,-0.6064419746398926,-0.7182800769805908,-0.6858839392662048,-0.5845401287078857
22437,0,-0.5942450284957885,-0.3537114858627319,-0.8014440536499023,-0.6187224388122559,-0.6730450391769409,-0.5243021249771118
41096,0,-0.5944210708141326,-0.4111354053020477,-0.701255738735199,-0.7287392020225525,-0.6953296661376953,-0.4356453418731689
25469,0,-0.5944723844528198,-0.3645374774932861,-0.6189006567001343,-0.7362763285636902,-0.7274731397628784,-0.5251743197441101
17013,0,-0.5947104632854462,-0.3981785774230957,-0.6134404540061951,-0.771434485912323,-0.727940559387207,-0.46255823969841
24953,0,-0.5948589205741882,-0.4125965237617492,-0.676964282989502,-0.6955086588859558,-0.7108101844787598,-0.4784149527549743
40664,0,-0.5952711999416351,-0.4118406474590301,-0.7012526988983154,-0.6650651097297668,-0.6702165603637695,-0.5279809832572937
29021,0,-0.5961323797702789,-0.3846652507781982,-0.3987866342067718,-0.698432207107544,-0.7970172762870789,-0.7017605304718018
29005,0,-0.5961962878704071,-0.3880128562450409,-0.5827385187149048,-0.7888860106468201,-0.6918989419937134,-0.5294451117515564
21881,0,-0.596368944644928,-0.3859491348266601,-0.5872204303741455,-0.5329287052154541,-0.8512899279594421,-0.624456524848938
9101,0,-0.5965014100074768,-0.4544625282287597,-0.6319745779037476,-0.6523606181144714,-0.6782762408256531,-0.5654330849647522
25401,0,-0.5965163230895996,-0.3670982122421264,-0.5891039371490479,-0.6841213703155518,-0.7488173842430115,-0.5934407114982605
17041,0,-0.5967187106609344,-0.4010142982006073,-0.5557308197021484,-0.7325171232223511,-0.6999741792678833,-0.5943571329116821
29081,0,-0.5967968344688416,-0.3666615486145019,-0.5531938076019287,-0.8128661513328552,-0.8017194271087646,-0.4495432376861572
25461,0,-0.5968229055404664,-0.3861415982246399,-0.6261305809020996,-0.7191948890686035,-0.7274731397628784,-0.5251743197441101
8465,0,-0.5969663262367249,-0.3858642578125,-0.7533185482025146,-0.7600101232528687,-0.6580865383148193,-0.4275521636009216
31993,0,-0.5971844375133515,-0.3958455324172973,-0.6612588763237,-0.7183176875114441,-0.710551381111145,-0.4999487102031708
25465,0,-0.5982700824737549,-0.3826120495796203,-0.6157081127166748,-0.6998802423477173,-0.7336305975914001,-0.5595194101333618
25449,0,-0.6007207632064819,-0.3861415982246399,-0.6261305809020996,-0.6857578158378601,-0.7400504350662231,-0.5655233860015869
17017,0,-0.6013939499855041,-0.3788762986660003,-0.64991295337677,-0.7681734561920166,-0.7139654159545898,-0.4960416257381439
40676,0,-0.6017063975334167,-0.3327404260635376,-0.7908837795257568,-0.6844026446342468,-0.6878052949905396,-0.5126998424530029
16953,0,-0.601861572265625,-0.3604422807693481,-0.5722640156745911,-0.7814664840698242,-0.7782273292541504,-0.5169077515602112
32433,0,-0.6024020552635193,-0.4176811575889587,-0.5566082000732422,-0.5491403341293335,-0.7420269250869751,-0.7465536594390869
25457,0,-0.602621853351593,-0.3826120495796203,-0.6157081127166748,-0.6975281238555908,-0.7444624900817871,-0.572798490524292
41080,0,-0.6036302804946899,-0.3925455808639526,-0.7013851404190063,-0.7032983303070068,-0.7090932130813599,-0.511829137802124
25453,0,-0.6037018895149231,-0.3774617910385132,-0.6234135031700134,-0.7244841456413269,-0.7336305975914001,-0.5595194101333618
17401,0,-0.6041698157787323,-0.368156373500824,-0.6753193140029907,-0.792674720287323,-0.7093908786773682,-0.4753077924251556
9041,0,-0.6044727444648743,-0.4226877093315124,-0.7706995010375977,-0.7431957125663757,-0.7154603004455566,-0.3703204989433288
40692,0,-0.604772424697876,-0.3931695222854614,-0.6791280508041382,-0.6801918745040894,-0.7707402110099792,-0.5006324648857117
25433,0,-0.6061367630958557,-0.3602100610733032,-0.6010013222694397,-0.700718104839325,-0.7757315039634705,-0.5930228233337402
29089,0,-0.6065549552440643,-0.3792921900749206,-0.6016848087310791,-0.8122150301933289,-0.7956628799438477,-0.4439198672771454
25345,0,-0.608532726764679,-0.3920009136199951,-0.4799705743789673,-0.7127436995506287,-0.7826427221298218,-0.6753057241439819
16893,0,-0.6089270710945129,-0.3867784142494201,-0.6286553740501404,-0.6687822341918945,-0.7377700209617615,-0.6226493120193481
32437,0,-0.6093772411346435,-0.4051157832145691,-0.7849487066268921,-0.7157193422317505,-0.6239583492279053,-0.5171440243721008
9033,0,-0.6095537662506103,-0.424116849899292,-0.722649097442627,-0.6163020133972168,-0.7077080011367798,-0.5769928693771362
20517,0,-0.6097234725952149,-0.4354884028434753,-0.6622412204742432,-0.671994149684906,-0.7356387376785278,-0.5432548522949219
41104,0,-0.6121563851833344,-0.4084015786647796,-0.7003906965255737,-0.7310672998428345,-0.7090932130813599,-0.511829137802124
25365,0,-0.6126194834709168,-0.3991632461547851,-0.6867837309837341,-0.6921132802963257,-0.7085736989974976,-0.5764634609222412
17449,0,-0.6126859128475189,-0.3241781890392303,-1.038962960243225,-0.5727344155311584,-0.704114556312561,-0.4234394431114197
17493,0,-0.6127691864967346,-0.412406325340271,-0.6915500164031982,-0.6995870471000671,-0.7444472312927246,-0.5158553123474121
22497,0,-0.612904965877533,-0.4208091497421264,-0.7660871744155884,-0.6158336997032166,-0.733370304107666,-0.5284245014190674
16397,0,-0.6134468257427216,-0.4236243665218353,-0.6435182094573975,-0.757933497428894,-0.7786155939102173,-0.4635424613952636
16369,0,-0.6140952169895172,-0.3984872996807098,-0.5890658497810364,-0.7631319761276245,-0.7025915384292603,-0.6171994209289551
25385,0,-0.6146196961402893,-0.3697027564048767,-0.6107310056686401,-0.6907039880752563,-0.7765355110168457,-0.6254252195358276
25413,0,-0.6150826692581177,-0.3687348961830139,-0.6244657039642334,-0.7112573385238647,-0.7748633623123169,-0.5960920453071594
40636,0,-0.6150936603546142,-0.4003858566284179,-0.7166153192520142,-0.696868896484375,-0.7469234466552734,-0.5146747827529907
9053,0,-0.6155318856239319,-0.4226357936859131,-0.7798507213592529,-0.7147952318191528,-0.6523921489715576,-0.507985532283783
25481,0,-0.6173210620880127,-0.419984221458435,-0.6747595071792603,-0.7392141222953796,-0.7274731397628784,-0.5251743197441101
22509,0,-0.6173332095146179,-0.4877267479896545,-0.7630747556686401,-0.6270919442176819,-0.7338610887527466,-0.4749115109443664
22785,0,-0.6177503049373627,-0.3436565101146698,-0.7123806476593018,-0.7026903629302979,-0.7940871715545654,-0.5359368324279785
41084,0,-0.6178539633750916,-0.3925455808639526,-0.7013851404190063,-0.7195289134979248,-0.7253130674362183,-0.5504971146583557
25389,0,-0.6187905550003052,-0.3583459854125976,-0.7186278104782104,-0.795278012752533,-0.7282013893127441,-0.4934995770454407
24981,0,-0.6193960070610046,-0.4006280899047851,-0.5187336206436157,-0.5715153217315674,-0.8706904649734497,-0.7354125380516052
8453,0,-0.6194765746593476,-0.3439478576183319,-0.825218915939331,-0.7866798639297485,-0.6687729358673096,-0.4727632999420166
25417,0,-0.6199324488639831,-0.3582084774971008,-0.5895349979400635,-0.7499580383300781,-0.7765355110168457,-0.6254252195358276
25473,0,-0.6211870193481446,-0.3826120495796203,-0.6157081127166748,-0.730562686920166,-0.7600274085998535,-0.617024838924408
16945,0,-0.622856342792511,-0.512114942073822,-0.7613808512687683,-0.8327252864837646,-0.6125450134277344,-0.3955156207084656
31929,0,-0.6231752216815949,-0.3634705245494842,-0.6408295631408691,-0.8377546072006226,-0.7530393004417419,-0.5207821130752563
41064,0,-0.6232584893703461,-0.377856582403183,-0.6678237915039062,-0.7547299861907959,-0.7394487857818604,-0.5764333009719849
41100,0,-0.6241948664188385,-0.4084015786647796,-0.7003906965255737,-0.7408623099327087,-0.7152036428451538,-0.5561161041259766
36880,0,-0.6244107723236084,-0.3827583193778991,-0.7044901847839355,-0.669808566570282,-0.7070395946502686,-0.6579571962356567
17877,0,-0.6251732587814331,-0.4555689096450805,-0.6869070529937744,-0.7004126310348511,-0.7242846488952637,-0.5586930513381958
29901,0,-0.6253274619579315,-0.397734135389328,-0.692051887512207,-0.7256313562393188,-0.7922605276107788,-0.5189594030380249
16957,0,-0.6254914999008179,-0.3635681867599487,-0.6433261632919312,-0.8209828734397888,-0.6922969818115234,-0.6072832942008972
41108,0,-0.62562775015831,-0.419816106557846,-0.7272779941558838,-0.7601222991943359,-0.7090932130813599,-0.511829137802124
17457,0,-0.625659054517746,-0.3469493091106415,-0.5350418090820312,-0.7656402587890625,-0.8523135185241699,-0.6283503770828247
40672,0,-0.6268799006938934,-0.4086576402187347,-0.5807312726974487,-0.6664248108863831,-0.8307763934135437,-0.6478093862533569
17605,0,-0.6277751088142395,-0.3675758838653564,-0.6923026442527771,-0.7277207374572754,-0.7877428531646729,-0.5635334253311157
17885,0,-0.6279521465301514,-0.4468221068382263,-0.6525996923446655,-0.712303102016449,-0.728472113609314,-0.599563717842102
22297,0,-0.6280633926391601,-0.3874972462654114,-0.6860476732254028,-0.6190906763076782,-0.7757556438446045,-0.6719257235527039
25441,0,-0.6285181283950806,-0.3792762160301208,-0.6019250154495239,-0.7491959929466248,-0.7805655002593994,-0.6316279172897339
29837,0,-0.6298161804676056,-0.4036009013652801,-0.7248096466064453,-0.7249463796615601,-0.8072522878646851,-0.4884716868400574
8605,0,-0.6304406821727753,-0.4244490563869476,-0.6579214334487915,-0.5942057967185974,-0.7739081382751465,-0.7017189860343933
25373,0,-0.6318439662456512,-0.3919160068035126,-0.5759321451187134,-0.798795223236084,-0.7072197198867798,-0.6853567361831665
17421,0,-0.631974047422409,-0.3681529462337494,-0.7405760288238525,-0.6835306882858276,-0.8156665563583374,-0.5519440174102783
41032,0,-0.6324745357036591,-0.405950516462326,-0.6889127492904663,-0.7623013854026794,-0.7505473494529724,-0.5546606779098511
25437,0,-0.6324836432933807,-0.3920350968837738,-0.6594362854957581,-0.7950944304466248,-0.7572810649871826,-0.5585713386535645
22765,0,-0.6326206684112549,-0.3711864948272705,-0.7848563194274902,-0.7413572072982788,-0.7457231283187866,-0.5199801921844482
29293,0,-0.6330820024013519,-0.3865482211112976,-0.8053305149078369,-0.7792510390281677,-0.7638634443283081,-0.4304167926311493
29093,0,-0.6341310501098633,-0.3734408617019653,-0.5877206325531006,-0.8552495241165161,-0.8359917402267456,-0.5182524919509888
17409,0,-0.6341468453407287,-0.419374406337738,-0.7682528495788574,-0.7977647185325623,-0.7197937369346619,-0.4655485153198242
25409,0,-0.6342887997627258,-0.3674353957176208,-0.6190730333328247,-0.7829748392105103,-0.7765355110168457,-0.6254252195358276
17405,0,-0.6345011055469513,-0.3375197350978851,-0.6124907732009888,-0.7370132803916931,-0.8300479650497437,-0.6554337739944458
32457,0,-0.6352788031101226,-0.3693176209926605,-0.7155985832214355,-0.7159316539764404,-0.723034143447876,-0.6525120139122009
31913,0,-0.6352832019329071,-0.3546220958232879,-0.7031959295272827,-0.908892810344696,-0.7831816077232361,-0.4265235662460327
17045,0,-0.6384110629558564,-0.4018747508525848,-0.6312581300735474,-0.7992498874664307,-0.7844653129577637,-0.5752072334289551
21525,0,-0.6395971536636352,-0.4021309018135071,-0.7158877849578857,-0.7206003069877625,-0.7934181690216064,-0.5659486055374146
35928,0,-0.6397516191005707,-0.4301875233650207,-0.7715581655502319,-0.7458351850509644,-0.7579604983329773,-0.493216723203659
9077,0,-0.6398280680179596,-0.4054598808288574,-0.7521781325340271,-0.7811629772186279,-0.7919907569885254,-0.4683485925197601
8601,0,-0.6399201631546021,-0.3932276964187622,-0.6593027114868164,-0.6061447262763977,-0.8327617645263672,-0.7081639170646667
21861,0,-0.6403832077980042,-0.3844714760780334,-0.7071636915206909,-0.6083799600601196,-0.8237335681915283,-0.6781673431396484
31933,0,-0.640755558013916,-0.317431092262268,-0.6528107523918152,-0.78819340467453,-0.8362494707107544,-0.6090930700302124
41076,0,-0.6408805310726166,-0.4084015786647796,-0.6783679723739624,-0.7702783942222595,-0.7448899745941162,-0.6024647355079651
40668,0,-0.64094198346138,-0.3822972476482391,-0.6388134956359863,-0.6879198551177979,-0.8392109274864197,-0.656468391418457
9049,0,-0.6412219524383544,-0.4067066311836242,-0.6493919491767883,-0.6056647300720215,-0.8265423774719238,-0.7178040742874146
17005,0,-0.6423840582370758,-0.3720063865184784,-0.592429518699646,-0.8937898874282837,-0.7720350623130798,-0.5816594362258911
23569,0,-0.6427993655204773,-0.3598380088806152,-0.7294248342514038,-0.6928254961967468,-0.791820764541626,-0.6400877237319946
21477,0,-0.6429347813129425,-0.3789865672588348,-0.7526306509971619,-0.7198774814605713,-0.7887189388275146,-0.5744602680206299
21433,0,-0.6434059917926789,-0.393336147069931,-0.6806551218032837,-0.754027783870697,-0.7921532988548279,-0.5968576073646545
23581,0,-0.6441798627376556,-0.3863632380962372,-0.7840284109115601,-0.7320264577865601,-0.7219409346580505,-0.5965402722358704
33460,0,-0.6446839511394501,-0.3521716296672821,-0.7784223556518555,-0.6511211395263672,-0.7584275007247925,-0.6832771301269531
16393,0,-0.6448538541793823,-0.4242121577262878,-0.6714633703231812,-0.7747058868408203,-0.7773708701133728,-0.5765169858932495
17901,0,-0.6452344536781311,-0.4096493721008301,-0.6791526079177856,-0.7238652110099792,-0.7536135911941528,-0.6598914861679077
16897,0,-0.6453786730766297,-0.3716841340065002,-0.6844121813774109,-0.7457118034362793,-0.7829212546348572,-0.6421639919281006
25321,0,-0.6455798268318176,-0.391666054725647,-0.5867769718170166,-0.7522112131118774,-0.7466756701469421,-0.750569224357605
21873,0,-0.6460424959659576,-0.3728723227977752,-0.8214003443717957,-0.6845515966415405,-0.7881351709365845,-0.5632530450820923
22845,0,-0.6460899233818054,-0.3750876784324646,-0.7569529414176941,-0.6593329906463623,-0.7927757501602173,-0.6463002562522888
17569,0,-0.646381676197052,-0.4253162145614624,-0.7059252262115479,-0.7656538486480713,-0.7697974443435669,-0.5652156472206116
41088,0,-0.6465156555175782,-0.4095551371574402,-0.7414273619651794,-0.805785596370697,-0.7253130674362183,-0.5504971146583557
9025,0,-0.647292822599411,-0.4190542101860046,-0.8560308218002319,-0.7660731077194214,-0.7213672995567322,-0.4739386737346649
29281,0,-0.6485289037227631,-0.3953976333141327,-0.7752615809440613,-0.8259796500205994,-0.7687644362449646,-0.4772412180900574
25001,0,-0.6487964391708374,-0.418516993522644,-0.673738956451416,-0.793732762336731,-0.7459927797317505,-0.6120007038116455
9113,0,-0.6489285707473755,-0.4351159930229187,-0.5982118248939514,-0.8593165874481201,-0.855197548866272,-0.4968008995056152
17525,0,-0.6494306087493896,-0.4258534908294678,-0.6858271956443787,-0.7324046492576599,-0.7931393384933472,-0.6099283695220947
16381,0,-0.649753189086914,-0.3959604203701019,-0.7388790845870972,-0.913451075553894,-0.7012442946434021,-0.4992310702800751
21869,0,-0.6500006735324859,-0.368721455335617,-0.8108175992965698,-0.6713541746139526,-0.8259934782981873,-0.573116660118103
22245,0,-0.6505127549171448,-0.322878897190094,-0.6314355134963989,-0.8309792876243591,-0.746264636516571,-0.7210054397583008
33428,0,-0.6506747245788574,-0.3336673974990845,-0.7661991119384766,-0.5980197787284851,-0.7928943634033203,-0.7625929713249207
29849,0,-0.650692081451416,-0.4311845898628235,-0.760910153388977,-0.7134331464767456,-0.7641826868057251,-0.5837498307228088
21465,0,-0.6508759915828705,-0.393336147069931,-0.7550031542778015,-0.7428614497184753,-0.7887189388275146,-0.5744602680206299
22233,0,-0.6509814083576202,-0.414572924375534,-0.7092663645744324,-0.6827759742736816,-0.757171630859375,-0.6911201477050781
41068,0,-0.651129299402237,-0.3923328816890716,-0.7109075784683228,-0.8325763940811157,-0.7476775646209717,-0.5721520781517029
40652,0,-0.6525381207466125,-0.4157166481018066,-0.6582245826721191,-0.7716641426086426,-0.810782790184021,-0.6063024401664734
2234,0,-0.6529083967208862,-0.4056594967842102,-0.8787285685539246,-0.6917256116867065,-0.7121281623840332,-0.5763001441955566
17497,0,-0.6531094372272491,-0.4292350709438324,-0.6976982951164246,-0.8024700880050659,-0.7913777828216553,-0.5447659492492676
17573,0,-0.6533963978290558,-0.4354711472988128,-0.7027226686477661,-0.7360830307006836,-0.806020975112915,-0.5866841673851013
23477,0,-0.653533113002777,-0.4061485528945923,-0.6275893449783325,-0.6378491520881653,-0.8818017244338989,-0.7142767906188965
