Original,Reconstructed,Label,Predicted,Error
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be9001224000000000000000000000000411947ae6f0000003e5e9e1b000000003f428f5c3f5eb8523943,04100be9001224000000000000000000000000411947ae6f0000003e5e9e1b000000003f428f5c3f5eb8523943,0,0,0.000000000
04031210000e001126000000000000000041678a4c3134,04031210000e001126000000000000000041678a4c3134,0,0,0.000000000
04031210000e000c6f00000000000000003f1ee5853837,04031210000e000c6f00000000000000003f1ee5853837,0,0,0.000000000
04031210100e100f72000000000000000041169ee53445,04031210100e100f72000000000000000041169ee53445,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be9001224000000000000000000000000411947ae6f0000003e5e9e1b000000003f428f5c3f5eb8523943,04100be9001224000000000000000000000000411947ae6f0000003e5e9e1b000000003f428f5c3f5eb8523943,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be9001224000100020000000000000000419b3333720000003ea75f70000000003ecccccd3f5eb8523044,04100be9001224000100020000000000000000419b3333720000003ea75f70000000003ecccccd3f5eb8523044,0,0,0.000000000
04100be9001224000100000000000000000000419b3333730000003ea75f70000000003f428f5c3f5eb8523435,04100be9001224000100000000000000000000419b3333730000003ea75f70000000003f428f5c3f5eb8523435,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be9001224000100020000000000000000419b3333770000003e8b0f28000000003f147ae13f5eb8524231,04100be9001224000100020000000000000000419b3333770000003e8b0f28000000003f147ae13f5eb8524231,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04031210000e0012d30000000000000000419b37e84539,04031210000e0012d30000000000000000419b37e84539,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be90012240001000100010001000000004078f5c3760000003ec21965000000003f4a3d713f5eb8523743,04100be90012240001000100010001000000004078f5c3760000003ec21965000000003f4a3d713f5eb8523743,0,0,0.000000000
04100be900122400000000000100000000000040a80000730000003eba43fe000000003eb851ec3f5eb8523533,04100be9001224000000000000100000000000040a80000730000003eba43fe000000003eb851ec3f5eb8523533,0,1,0.001547526
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210000e000c7100000000000000003f1bf43b4333,04031210000e000c7100000000000000003f1bf43b4333,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04031210000e00114e0000000000000000416ee5853531,04031210000e00114e0000000000000000416ee5853531,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04031210100e100e29000000000000000040b5b37e3443,04031210100e100e29000000000000000040b5b37e3443,0,0,0.000000000
04100be900124536,04100be900124536,1,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210000e000ce800000000000000003ffd0eb74434,04031210000e000ce800000000000000003ffd0eb74434,0,0,0.000000000
04031210000e000ed1000000000000000040f37e874232,04031210000e000ed1000000000000000040f37e874232,0,0,0.000000000
040800014633,04100be900124536,1,0,0.000632799
04100be900124536,04100be900124536,0,0,0.000000000
04031210000e000cc300000000000000003fc8178b3531,04031210000e000cc300000000000000003fc8178b3531,0,0,0.000000000
04100be900124536,04100be900124536,1,0,0.000000000
04100be900124536,04100be900124536,1,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900122400010002000100000000000040433333760000003e8a3d71000000003f4a3d713f5eb8523042,04100be900122400010002000100000000000040433333760000003e8a3d71000000003f4a3d713f5eb8523042,0,0,0.000000000
04031210100e1014e9000000000000000041cc52644539,04031210100e1014e9000000000000000041cc52644539,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210000e000e32000000000000000040b902f13944,04031210000e000e32000000000000000040b902f13944,0,0,0.000000000
04100be900124536,04100be900124536,1,0,0.000000000
04100be90012240001000000000000000000003fbeb8526e0000003eb1a9fc000000003f428f5c3f5eb8524135,04100be90012240001000000000000000000003fbeb8526e0000003eb1a9fc000000003f428f5c3f5eb8524135,0,0,0.000000000
04100be9001224000100020000000000000000419b3333770000003e8b0f28000000003f147ae13f5eb8524231,04100be9001224000100020000000000000000419b3333770000003e8b0f28000000003f147ae13f5eb8524231,0,0,0.000000000
04100be9001224000000000001000100000000419b3333740000003e8538ef000000003f428f5c3f5eb8523044,04100be9001224000000000001000100000000419b3333740000003e8538ef000000003f428f5c3f5eb8523044,0,0,0.000000000
04031210000e000cd900000000000000003fe9ee593735,04031210000e000cd900000000000000003fe9ee593735,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04031210000e00131c000000000000000041a1ee583732,04031210000e00131c000000000000000041a1ee583732,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
042b0e013a3838,04100be900124536,1,0,0.000588359
04100be90012240001000100010001000000004078f5c3760000003ec21965000000003ed1eb853f5eb8523334,04100be90012240001000100010001000000004078f5c3760000003ec21965000000003ed1eb853f5eb8523334,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04031210000e000cec00000000000000004002f1493535,04031210000e000cec00000000000000004002f1493535,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be900122400010001000000000000000041f00000760000003e7c84b6000000003e851eb83f451eb83332,04100be900122400010001000000000000000041f00000760000003e7c84b6000000003e851eb83f451eb83332,1,0,0.000000000
04100be900124536,04100be900124536,1,0,0.000000000
04100be900124536,04100be900124536,1,0,0.000000000
04031210100e100e48000000000000000040d70eb63738,04031210100e100e48000000000000000040d70eb63738,1,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900122400010002000000000000000040823d71760000003ead4fdf000000003f4a3d713f5eb8524532,04100be900122400010002000000000000000040823d71760000003ead4fdf000000003f4a3d713f5eb8524532,0,0,0.000000000
04100be900124536,04100be900124536,1,0,0.000000000
04031210100e100d050000000000000000400f72c33133,04031210100e100d050000000000000000400f72c33133,0,0,0.000000000
04100be90012240000000000010000000000004139999a42d200003e9381d8000000003eae147b3f6666664541,04100be90012240000000000010000000000004139999a42d20000003e9381d8000000003eae147b3f6666664541,1,1,0.001332297
04031210000e000c7100000000000000003f1ee5853835,04031210000e000c7100000000000000003f1ee5853835,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,1,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04031210000e00115900000000000000004170eb673543,04031210000e00115900000000000000004170eb673543,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be900122400000000000100000000000040880000750000003e5e00d2000000003eb333333f5eb8523138,04100be9001224000000000000100000000000040880000750000003e5e00d2000000003eb333333f5eb8523138,0,1,0.001441861
04100be900122400010000000000000000000040a80000730000003eba43fe000000003eb851ec3f5eb8523533,04100be900122400010000000000000000000040a80000730000003eba43fe000000003eb851ec3f5eb8523533,0,0,0.000000000
04100be90012240001000200000001000000004198cccd770000003eba43fe000000003eb851ec3f5eb8524332,04100be90012240001000200000001000000004198cccd770000003eba43fe000000003eb851ec3f5eb8524332,0,0,0.000000000
04031210000e001250000000000000000041dc2c244641,04031210000e001250000000000000000041dc2c244641,1,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210200e200c7100000000000000003f1ee5853435,04031210200e200c7100000000000000003f1ee5853435,0,0,0.000000000
04031210000e00131e000000000000000041a21d6d3242,04031210000e00131e000000000000000041a21d6d3242,0,0,0.000000000
04100be9001224000000000001000100000000418666666f0000003eb3dd98000000003f3d70a43f5eb8523231,04100be90012240000000000001000100000000418666666f0000003eb3dd98000000003f3d70a43f5eb8523231,0,1,0.001626059
04031210000e0013ca000000000000000041b1ee584234,04031210000e0013ca000000000000000041b1ee584234,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be9001224000100020000000000000000419b3333770000003e8b0f28000000003f147ae13f5eb8524231,04100be9001224000100020000000000000000419b3333770000003e8b0f28000000003f147ae13f5eb8524231,0,0,0.000000000
04031210000e000ed1000000000000000040f3205e3339,04031210000e000ed1000000000000000040f3205e3339,0,0,0.000000000
04100be900122400010000000000000000000040880000750000003e5e00d2000000003f28f5c33f5eb8523530,04100be900122400010000000000000000000040880000750000003e5e00d2000000003f28f5c33f5eb8523530,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be90012240001000200010001000000004078f5c3720000003ec21965000000003f4a3d713f5eb8523746,04100be90012240001000200010001000000004078f5c3720000003ec21965000000003f4a3d713f5eb8523746,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be90012240001000200000000000000003f8e147b770000003eba43fe000000003eb851ec3f5eb8524439,04100be90012240001000200000000000000003f8e147b770000003eba43fe000000003eb851ec3f5eb8524439,0,0,0.000000000
04100be9001224000100020000000000000000419b3333710000003ea75f70000000003ecccccd3f5eb8523045,04100be9001224000100020000000000000000419b3333710000003ea75f70000000003ecccccd3f5eb8523045,0,0,0.000000000
04100be90012240001000200010000000000004195999a740000003e8a3d71000000003f4a3d713f5eb8524544,04100be90012240001000200010000000000004195999a740000003e8a3d71000000003f4a3d713f5eb8524544,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900122400000000000000000000000041580000710000003ec978d5000000003efae1483f5eb8523543,04100be900122400000000000000000000000041580000710000003ec978d5000000003efae1483f5eb8523543,0,0,0.000000000
04031210000e000c7200000000000000003f21d6ce3437,04031210000e000c7200000000000000003f21d6ce3437,0,0,0.000000000
04100be9001224000100000001000000000000417b3333760000003e8710cb000000003ec28f5c3f5eb8524636,04100be9001224000100000001000000000000417b3333760000003e8710cb000000003ec28f5c3f5eb8524636,0,0,0.000000000
04031210100e1011500000000000000000416f43ae4137,04031210100e1011500000000000000000416f43ae4137,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04031210000e000ee1000000000000000040f902f14145,04031210000e000ee1000000000000000040f902f14145,0,0,0.000000000
04031210100e1010b600000000000000004152640c4530,04031210100e1010b600000000000000004152640c4530,0,0,0.000000000
04031210000e000eea000000000000000040fcb08d3538,04031210000e000eea000000000000000040fcb08d3538,0,0,0.000000000
04031210000e000cdc00000000000000003fee58473135,04031210000e000cdc00000000000000003fee58473135,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210000e000cee00000000000000004003ad9c3433,04031210000e000cee00000000000000004003ad9c3433,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210000e000c6f00000000000000003f1902f13033,04031210000e000c6f00000000000000003f1902f13033,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210000e000df5000000000000000040a2f14a4141,04031210000e000df5000000000000000040a2f14a4141,0,0,0.000000000
04031210000e000e36000000000000000040ba7b963741,04031210000e000e36000000000000000040ba7b963741,0,0,0.000000000
04100be900122400010002000100000000000040433333740000003e8a3d71000000003f4a3d713f5eb8523044,04100be900122400010002000100000000000040433333740000003e8a3d71000000003f4a3d713f5eb8523044,0,0,0.000000000
04031210000e000e36000000000000000040ba7b963741,04031210000e000e36000000000000000040ba7b963741,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900122400010002000000010000000040f75c29710000003ead4fdf000000003f4a3d713f5eb8523941,04100be900122400010002000000010000000040f75c29710000003ead4fdf000000003f4a3d713f5eb8523941,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210000e000dfb000000000000000040a4c8174645,04031210000e000dfb000000000000000040a4c8174645,0,0,0.000000000
04031210000e000f0a000000000000000041043ada3537,04031210000e000f0a000000000000000041043ada3537,0,0,0.000000000
04100be9001224000000000001000100000000409b3333700000003ec4a8c1000000003f4a3d713f5eb8524336,04100be9001224000000000001000100000000409b3333700000003ec4a8c1000000003f4a3d713f5eb8524336,0,0,0.000000000
04031210000e000e32000000000000000040b8a4c83235,04031210000e000e32000000000000000040b8a4c83235,0,0,0.000000000
04031210100e100ece000000000000000040f2640b3243,04031210100e100ece000000000000000040f2640b3243,0,0,0.000000000
04031210300e300d930000000000000000408234f74443,04031210300e300d930000000000000000408234f74443,0,0,0.000000000
04031210300e300d670000000000000000406293204130,04031210300e300d670000000000000000406293204130,0,0,0.000000000
04031210000e000f05000000000000000041034f734146,04031210000e000f05000000000000000041034f734146,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210000e000cde00000000000000003ff149904436,04031210000e000cde00000000000000003ff149904436,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210000e000c7200000000000000003f21d6ce3437,04031210000e000c7200000000000000003f21d6ce3437,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210200e200c7100000000000000003f1bf43b3833,04031210200e200c7100000000000000003f1bf43b3833,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210000e00113c0000000000000000416b66fd3644,04031210000e00113c0000000000000000416b66fd3644,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210000e00113c0000000000000000416b96123238,04031210000e00113c0000000000000000416b96123238,0,0,0.000000000
04100be900122400010002000000000000000040a80000730000003eba43fe000000003eb851ec3f5eb8523531,04100be900122400010002000000000000000040a80000730000003eba43fe000000003eb851ec3f5eb8523531,0,0,0.000000000
04031210000e0011ab0000000000000000416800003634,04031210000e0011ab0000000000000000416800003634,1,0,0.000000000
04100be9001224000100020000000100000000414b33336f0000003e805bc0000000003f4000003f5eb8523545,04100be9001224000100020000000100000000414b33336f0000003e805bc0000000003f4000003f5eb8523545,0,0,0.000000000
04100be900122400010002000100000000000040433333760000003e8a3d71000000003f4a3d713f5eb8523042,04100be900122400010002000100000000000040433333760000003e8a3d71000000003f4a3d713f5eb8523042,0,0,0.000000000
04031210000e000e26000000000000000040b4f72c3745,04031210000e000e26000000000000000040b4f72c3745,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210000e000eba000000000000000040eb08d44641,04031210000e000eba000000000000000040eb08d44641,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
0488013733,04100be900124536,1,0,0.000683829
04031210000e000e2c000000000000000040b6cdfa4432,04031210000e000e2c000000000000000040b6cdfa4432,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900122400010000000100010000000041866666700000003e8710cb000000003ec28f5c3f5eb8523841,04100be900122400010000000100010000000041866666700000003e8710cb000000003ec28f5c3f5eb8523841,0,0,0.000000000
04031210000e000ed2000000000000000040f3dcb13239,04031210000e000ed2000000000000000040f3dcb13239,0,0,0.000000000
04100be900122400010000000100010000000041866666730000003e6a4a8c000000003ed1eb853f5eb8523135,04100be900122400010000000100010000000041866666730000003e6a4a8c000000003ed1eb853f5eb8523135,0,0,0.000000000
04031210000e000e25000000000000000040b3dcb13136,04031210000e000e25000000000000000040b3dcb13136,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be9001224000000000001000100000000414000006e0000003e973190000000003f0edc003faccccd3845,04100be9001224000000000001000100000000414000006e0000003e973190000000003f0edc003faccccd3845,1,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be900124536,04100be900124536,1,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900122400010002000000000000000040823d71760000003ead4fdf000000003f4a3d713f5eb8524532,04100be900122400010002000000000000000040823d71760000003ead4fdf000000003f4a3d713f5eb8524532,0,0,0.000000000
04100be9001224000000000000000100000000418666666f0000003eb3dd98000000003f3d70a43f5eb8523232,04100be90012240000000000000000100000000418666666f0000003eb3dd98000000003f3d70a43f5eb8523232,0,1,0.001503624
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04031210000e000eba000000000000000040eb08d44641,04031210000e000eba000000000000000040eb08d44641,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04031210200e200c7000000000000000003f1bf43b3834,04031210200e200c7000000000000000003f1bf43b3834,0,0,0.000000000
04031210000e00113c0000000000000000416b96123238,04031210000e00113c0000000000000000416b96123238,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be9001224000100020000000000000000419b3333770000003e8b0f28000000003f30a3d73f5eb8523736,04100be9001224000100020000000000000000419b3333770000003e8b0f28000000003f30a3d73f5eb8523736,0,0,0.000000000
04031210100e100edd000000000000000040f611a74430,04031210100e100edd000000000000000040f611a74430,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be90012240001000000000000000000003fbeb8526e0000003eb1a9fc000000003ea3d70a3f5eb8523446,04100be90012240001000000000000000000003fbeb8526e0000003eb1a9fc000000003ea3d70a3f5eb8523446,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210000e000e3a000000000000000040bc52644346,04031210000e000e3a000000000000000040bc52644346,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04031210000e000ecb000000000000000040f149904536,04031210000e000ecb000000000000000040f149904536,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be90012240001000000000001000000004144cccd770000003e800d1b000000003f0000003f5eb8523546,04100be90012240001000000000001000000004144cccd770000003e800d1b000000003f0000003f5eb8523546,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900122400010002000000000000000040a80000730000003eba43fe000000003eb851ec3f5eb8523531,04100be900122400010002000000000000000040a80000730000003eba43fe000000003eb851ec3f5eb8523531,0,0,0.000000000
04100be9001224000100020000000000000000419b3333740000003e962b6b000000003eb333333f5eb8524131,04100be9001224000100020000000000000000419b3333740000003e962b6b000000003eb333333f5eb8524131,0,0,0.000000000
04100be90012240001000000000000000000003fbeb8526e0000003eb1a9fc000000003ea3d70a3f5eb8523446,04100be90012240001000000000000000000003fbeb8526e0000003eb1a9fc000000003ea3d70a3f5eb8523446,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04031210300e300cb300000000000000003faf14993046,04031210300e300cb300000000000000003faf14993046,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be90012240001000000010001000000003ffeb852750000003f4b9bc0000000003f170a3d3f87ae144639,04100be90012240001000000010001000000003ffeb852750000003e4b9bc0000000003f170a3d3f87ae144639,1,0,0.000021255
04031210000e000e22000000000000000040b3205e3238,04031210000e000e22000000000000000040b3205e3238,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210200e200c7100000000000000003f1bf43b3833,04031210200e200c7100000000000000003f1bf43b3833,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be90012240001000200010001000000004078f5c3720000003ec21965000000003f4a3d713f5eb8523746,04100be90012240001000200010001000000004078f5c3720000003ec21965000000003f4a3d713f5eb8523746,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be9001224000100010000000100000000410f851f730000003eb0cb29000000003f2e147b3f5eb8524433,04100be9001224000100010000000100000000410f851f730000003eb0cb29000000003f2e147b3f5eb8524433,0,0,0.000000000
040800014633,04100be900124536,1,0,0.000632799
04031210000e000ed6000000000000000040f555563035,04031210000e000ed6000000000000000040f555563035,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be9001224000100020000000000000000419b3333740000003e895e9e000000003ecccccd3f5eb8524643,04100be9001224000100020000000000000000419b3333740000003e895e9e000000003ecccccd3f5eb8524643,0,0,0.000000000
04031210000e0010a9000000000000000041508d3d4235,04031210000e0010a9000000000000000041508d3d4235,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210100e100da20000000000000000408234f73044,04031210100e100da20000000000000000408234f73044,0,0,0.000000000
04100be9001224000100020000000100000000419b3333770000003e8b0f28000000003f147ae13f5eb8524230,04100be9001224000100020000000100000000419b3333770000003e8b0f28000000003f147ae13f5eb8524230,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be90012240001000100000000000000004198cccd740000003e7318fc000000003f2e147b3f5eb8523732,04100be90012240001000100000000000000004198cccd740000003e7318fc000000003f2e147b3f5eb8523732,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210100e100e40000000000000000040be875b3742,04031210100e100e40000000000000000040be875b3742,0,0,0.000000000
04ab013530,04100be900124536,1,0,0.000559035
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be9001224000100000000000000000000411d1eb8710000003ec978d5000000003e851eb83f5eb8523838,04100be9001224000100000000000000000000411d1eb8710000003ec978d5000000003e851eb83f5eb8523838,0,0,0.000000000
04100be90012240000000000000000000000003e2e147b740000003e5e1b09000000003f2666663f5eb8524242,04100be90012240000000000000000000000003e2e147b740000003e5e1b09000000003f2666663f5eb8524242,0,0,0.000000000
04100be900122400010002000100000000000040433333740000003e8a3d71000000003f4a3d713f5eb8523044,04100be900122400010002000100000000000040433333740000003e8a3d71000000003f4a3d713f5eb8523044,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04031210000e0013f30000000000000000c25c00004135,04031210000e0013f3000000000000000040c25c00004135,1,0,0.000827213
04031210100e10118f00000000000000004179bf443443,04031210100e10118f00000000000000004179bf443443,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04100be900122400000000000000000000000040f75c29710000003ead4fdf000000003e99999a3f5eb8524342,04100be900122400000000000000000000000040f75c29710000003ead4fdf000000003e99999a3f5eb8524342,0,0,0.000000000
04030bb700093245,04030bb700093245,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
04031210000e000c6f0000000000000000001bf43b3034,04031210000e000c6f00000000000000001bf43b3034,1,0,0.000749788
04100be900122400000000000000010000000040de147b710000003eb1a9fc000000003f11eb853f5eb8524138,04100be9001224000000000000000010000000040de147b710000003eb1a9fc000000003f11eb853f5eb8524138,0,1,0.001677882
04100be900122400000000000100000000000040880000750000003e5e00d2000000003eb333333f5eb8523138,04100be9001224000000000000100000000000040880000750000003e5e00d2000000003eb333333f5eb8523138,0,1,0.001441861
04100be90012240001000000000000000000003fbeb8526e0000003eb1a9fc000000003eeb851f3f5eb8523434,04100be90012240001000000000000000000003fbeb8526e0000003eb1a9fc000000003eeb851f3f5eb8523434,0,0,0.000000000
04031210100e100d6e0000000000000000405d6ce03435,04031210100e100d6e0000000000000000405d6ce03435,0,0,0.000000000
04100be900124536,04100be900124536,0,0,0.000000000
