Label_True,Label_Pred,Score_Mean,Score_Min,Score_Median
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.07480926738912481,-0.7431506514549255,-9.789455361897126e-05
1,0,-0.11618699028161135,-0.9617350697517395,-0.002490408340236172
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
1,1,-3.8919749214090165,-10.714439392089844,-4.607377409934998
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,1,-1.1101522437443632,-10.399580955505371,-0.020405788905918598
1,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.08699226546323863,-0.697869062423706,-0.055217862129211426
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-1.121280948952199,-4.587571620941162,-0.8773270845413208
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.6118527992188206,-3.1343278884887695,-0.0024351037573069334
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-1.114745871178629,-5.837881088256836,-0.5566049814224243
0,0,-0.8679112207016281,-4.448032379150391,-0.09825525432825089
1,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.19539475049060964,-1.3100206851959229,-0.0015503008617088199
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.7625068459174024,-6.859982967376709,-0.007739791879430413
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.2593000186512898,-3.819732189178467,-0.00016519285418326035
0,0,-0.01555017514927437,-0.7992298007011414,-1.5377968338725623e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.19713393748544034,-2.5935094356536865,-0.000205419106350746
1,1,-2.075806704288147,-15.569099426269531,-0.2148347981274128
0,0,-0.024908990876853027,-0.36627107858657837,-0.0014672696124762297
1,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-1.1969385852254526,-2.9053847789764404,-0.9707854986190796
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.5643150538762256,-1.8120115995407104,-0.24216344952583313
0,0,-0.12227428974000969,-0.7612629532814026,-0.0005256809527054429
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.6441197104466263,-1.4339746236801147,-0.9345641732215881
0,0,-0.5129444133940902,-3.7343811988830566,-0.01319889584556222
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-1.3482941731453488,-5.146539211273193,-1.0216543674468994
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.5060304384323232,-2.559943914413452,-0.16732735186815262
1,0,-0.3943429803991807,-2.2659928798675537,-0.1328042894601822
0,0,-0.3448751960194689,-3.655573606491089,-0.005480143241584301
0,0,-0.48092778421842347,-3.827585458755493,-0.02201205864548683
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.7504536394208685,-3.3192806243896484,-0.29137977957725525
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.026713194031917402,-0.2887035608291626,-0.0018039460992440581
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.5888554187958754,-1.954466700553894,-0.32287275791168213
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.5835655003800831,-3.1169779300689697,-0.031601740047335625
1,1,-3.731674681541626,-17.694835662841797,-0.06785029172897339
0,0,-0.0065678512066946835,-0.05234512686729431,-0.0006358688115142286
0,0,-0.44132192449286667,-1.9937384128570557,-0.056004203855991364
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.034017665122803464,-0.3113866150379181,-0.02073025330901146
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.825641013376723,-5.583009719848633,-0.010430220514535904
0,0,-0.12224154299902107,-1.4180481433868408,-0.00014361945795826614
0,0,-0.4397067016289279,-2.340087652206421,-0.07949991337954998
0,0,-0.034288370869480785,-0.7474837303161621,-0.0003383433213457465
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
1,1,-2.4913741736369825,-9.05187702178955,-1.728706955909729
0,0,-1.3582097137416993,-5.671483516693115,-0.6889535784721375
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
1,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-1.3938714347795211,-5.987814426422119,-0.6710769534111023
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
1,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.27670618961110005,-2.6554765701293945,-0.005664638709276915
0,1,-1.450211056141954,-7.466464042663574,-0.8739355206489563
0,0,-0.6566145960957157,-3.712763547897339,-0.049467140808701515
0,0,-0.9847343564957356,-5.105367183685303,-0.09800588339567184
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.5908587535782102,-2.4648380279541016,-0.2432997077703476
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.6209664969375784,-6.4624738693237305,-0.01759195886552334
1,1,-1.2016304054656777,-12.055826187133789,-0.028860071673989296
0,0,-0.1015393217695452,-2.154301404953003,-0.0016976000624708831
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-1.5542773518422461,-6.827706813812256,-0.40494677424430847
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.4874896610983373,-6.1104817390441895,-0.002754599554464221
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-2.027513148006835,-7.273561954498291,-1.873347282409668
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.0065678512066946835,-0.05234512686729431,-0.0006358688115142286
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.5834699127313405,-3.200153350830078,-0.04155183583498001
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,1,-1.0887831941569517,-7.500939846038818,-0.048712028190493584
1,1,-3.18862770852269,-11.421298027038574,-1.8546308279037476
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
1,1,-8.286694935389928,-15.726579666137695,-8.411762237548828
0,0,-0.025277129200021616,-0.2636966407299042,-4.770186933455989e-05
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.18110674219272052,-1.371226191520691,-0.0011584048625081778
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.8019877122203525,-4.319950580596924,-0.0814927383325994
0,0,-0.7140319631209859,-5.925873756408691,-0.005718172527849674
0,0,-1.9575036916993283,-5.911832332611084,-1.9217051267623901
0,0,-0.49974591847189875,-3.5314502716064453,-0.025493026711046696
0,0,-0.46994247703251996,-3.0845139026641846,-0.004882154520601034
1,1,-3.3759411105238764,-11.268694877624512,-2.6561858654022217
0,0,-1.8205443910517667,-6.490024089813232,-1.6728715300559998
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,1,-1.5397949390849435,-8.489830017089844,-0.25460683554410934
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-0.07279964192017967,-0.5410885214805603,-9.58027012529783e-05
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.25940791590961343,-3.402688980102539,-0.0030949930660426617
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.48954001379395073,-4.1580939292907715,-0.0007933664019219577
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.029954141266597033,-0.10391648858785629,-0.00941021703161482
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-0.31657274758842696,-1.9517911672592163,-0.04602346941828728
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
0,0,-8.04267857787977e-06,-6.157403549877927e-05,-1.3381200005824212e-06
